queryId,queryImagePath,querySource,expectedProductIds,relevantProductIds,expectedCategoryId,expectedColor,difficulty,note
query_review_001,docs_vs/query-images/query_review_001_ao-giu-nhiet-nu-co-3cm-dang-om.webp,catalog_seed_review,fe13c39f2822ad039266b3d5,30bdd588b0aa1f48f6e5cc7d|6b72b7d33f9b8307c4a958eb,63fba99937d4e37a82bfa20f,,easy,"Draft label, human review required. Áo Giữ Nhiệt Nữ Cổ 3cm Dáng Ôm (Áo giữ nhiệt). Source: https://buggy.yodycdn.com/images/product/c8b77512eb238bb0e3b12df70955f587.webp"
query_review_002,docs_vs/query-images/query_review_002_ao-hai-day-nu-co-tron-len-mem-mai.webp,catalog_seed_review,e1416f27eac0557c580933b5,c0dae92879d2cd8592aae2c2,4f127f56012e9b1e215f38fb,,easy,"Draft label, human review required. Áo Hai Dây Nữ Cổ Tròn Len Mềm Mại (Áo hai dây). Source: https://buggy.yodycdn.com/images/product/db507026abff2f05c6fa18afd608c9f8.webp"
query_review_003,docs_vs/query-images/query_review_003_ao-len-nam-bo-gia-dinh-co-tron.webp,catalog_seed_review,e9f86f8c63e8bc17b63394e8,5592c2bf129a66e947360c6e,f108dfbbbfd1ca0f13e69624,,easy,"Draft label, human review required. Áo len nam bộ gia đình cổ tròn (Áo len). Source: https://buggy.yodycdn.com/images/product/5f859c44010de0a1376a0f9a549c0e7f.webp"
query_review_004,docs_vs/query-images/query_review_004_ao-len-nam-det-ke.webp,catalog_seed_review,5592c2bf129a66e947360c6e,8bc2541158e2e3bfa15fb279|39d480990e008c1644c53637,05e167d1e970fcae15532bbc,,easy,"Draft label, human review required. Áo Len Nam Dệt Kẻ (Hoodie / Áo nỉ). Source: https://buggy.yodycdn.com/images/product/5d6bc08565f015a1bd9b77c585a4abd2.webp"
query_review_005,docs_vs/query-images/query_review_005_ao-len-nu-form-rong-hoa-tiet-soc-ngang.webp,catalog_seed_review,32736048dd640fb65fb85672,5592c2bf129a66e947360c6e|8bc2541158e2e3bfa15fb279|39d480990e008c1644c53637,94266f90e20f823fbcb239a7,,easy,"Draft label, human review required. Áo Len Nữ Form Rộng Họa Tiết Sọc Ngang (Áo len). Source: https://buggy.yodycdn.com/images/product/085c53bfab79282aec8b0358e3006753.webp"
query_review_006,docs_vs/query-images/query_review_006_ao-phong-nu-cotton-usa-in-girl.webp,catalog_seed_review,cc2777b8a0ea1455841f3d51,1484171a0ca7ff7ff92f8916,168770046e53a34e044f8eb0,,easy,"Draft label, human review required. Áo Phông Nữ Cotton USA In Girl (Áo thun). Source: https://buggy.yodycdn.com/images/product/e624ddb54aee027050462389433d42f4.webp"
query_review_007,docs_vs/query-images/query_review_007_ao-polo-nam-airycool-dang-om-sieu-mat.webp,catalog_seed_review,84d44f8e5a90390663e497b3,5e78226ed0a83b275a6f2758|002b74340f878eb87e4ae306|83b1de630d040d81aadb8f2f|64771f5fa22fd93b81d5127c,43664554fe2d2ee1bd5ee884,,easy,"Draft label, human review required. Áo Polo Nam Airycool Dáng Ôm Siêu Mát (Áo polo). Source: https://buggy.yodycdn.com/images/product/1d969606a8d4639169ffaa1ed1d3543a.webp"
query_review_008,docs_vs/query-images/query_review_008_ao-polo-nu-airycool-dang-om-sieu-mat.webp,catalog_seed_review,332652d8058ed6d111432680,017f7fcf7f0395d4f261c3fe|a0818c0c6efcf7d9e7cfb892|131567a730d3000059f1ad40,69b494f8475f3a2bdd735e6a,,easy,"Draft label, human review required. Áo Polo Nữ Airycool Dáng Ôm Siêu Mát (Áo polo). Source: https://buggy.yodycdn.com/images/product/b1b48bc8a3270207445013af1b520ae5.webp"
query_review_009,docs_vs/query-images/query_review_009_ao-so-mi-nam-phoi-tui.webp,catalog_seed_review,9905aed6b4eecaaee1820d55,0400035ff551fd22c8553ce2,8222cbe39e8a7c96152f7a6a,,easy,"Draft label, human review required. Áo Sơ Mi Nam Phối Túi (Áo sơ mi). Source: https://buggy.yodycdn.com/images/product/3db2fc3fb6a50e9290af0a77c4a5430e.webp"
query_review_010,docs_vs/query-images/query_review_010_ao-so-mi-nu-kieu-croptop-co-2-ve-chiet-eo.webp,catalog_seed_review,76fe4f7aa5634a3ae8c50aa5,30c0c8dfa0be994a66075d74,aa4a4d81f683b69913c3917a,,easy,"Draft label, human review required. Áo Sơ Mi Nữ Kiểu Croptop Cổ 2 Ve Chiết Eo (Áo sơ mi). Source: https://buggy.yodycdn.com/images/product/cd30847f652aee04fb90db5a254ce80e.webp"
query_review_011,docs_vs/query-images/query_review_011_ao-thun-nam-the-thao-tham-hut-vuot-troi.webp,catalog_seed_review,d2cb577f0f884de0117b3668,,e425f1aff5a8452bb4fbaad5,,easy,"Draft label, human review required. Áo Thun Nam Thể Thao Thấm Hút Vượt Trội (Áo thun). Source: https://buggy.yodycdn.com/images/product/9dac5749d11520b92e5b706abe46fb0c.webp"
